vernacular,scientific,size,wingspan,order,family,map_url,image_url,audio_url
Bouscarle de Cetti,Cettia cetti,15 cm,-,Passériformes,Cettiidés,,"['https://www.oiseaux.net/photos/geoffroy.chabot/images/id/bouscarle.de.cetti.gech.5p.152.h.jpg', 'https://www.oiseaux.net/photos/thierry.tancrez/images/id/bouscarle.de.cetti.thta.1p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.moschovis/images/id/bouscarle.de.cetti.mimo.3p.152.h.jpg', 'https://www.oiseaux.net/photos/dominique.cavey/images/id/bouscarle.de.cetti.doca.4p.152.h.jpg', 'https://www.oiseaux.net/photos/geoffroy.chabot/images/id/bouscarle.de.cetti.gech.3p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/id/bouscarle.de.cetti.juda.2p.152.h.jpg', 'https://www.oiseaux.net/photos/cyril.vathelet/images/id/bouscarle.de.cetti.cyva.2p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/bouscarle.de.cetti.jefe.5p.152.h.jpg', 'https://www.oiseaux.net/photos/claude.daussin/images/bouscarle.de.cetti.clda.1p.152.h.jpg', 'https://www.oiseaux.net/photos/adrien.cazin/images/bouscarle.de.cetti.adca.1p.152.h.jpg', 'https://www.oiseaux.net/photos/adrien.cazin/images/bouscarle.de.cetti.adca.2p.152.h.jpg', 'https://www.oiseaux.net/photos/thomas.armand/images/bouscarle.de.cetti.thar.1p.152.h.jpg', 'https://www.oiseaux.net/photos/cyril.vathelet/images/bouscarle.de.cetti.cyva.1p.152.h.jpg', 'https://www.oiseaux.net/photos/yann.ponthieux/images/bouscarle.de.cetti.yapo.2p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.enoch/images/bouscarle.de.cetti.heen.5p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.enoch/images/bouscarle.de.cetti.heen.6p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.carre/images/bouscarle.de.cetti.mica.2p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.carre/images/bouscarle.de.cetti.mica.3p.152.h.jpg']",https://www.oiseaux.net/chant/didier.collin/bouscarle.de.cetti.1.mp3
Goéland d'Amérique,Larus smithsonianus,cm,-,Charadriiformes,Laridés,,"['https://www.oiseaux.net/photos/thomas.armand/images/goeland.d.amerique.thar.3p.152.h.jpg', 'https://www.oiseaux.net/photos/thomas.armand/images/goeland.d.amerique.thar.2p.152.h.jpg', 'https://www.oiseaux.net/photos/thomas.armand/images/goeland.d.amerique.thar.1p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/goeland.d.amerique.juda.1p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/goeland.d.amerique.juda.2p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/goeland.d.amerique.juda.3p.152.h.jpg', 'https://www.oiseaux.net/photos/tony.rinaud/images/goeland.d.amerique.tori.2p.152.h.jpg', 'https://www.oiseaux.net/photos/tony.rinaud/images/goeland.d.amerique.tori.1p.152.h.jpg', 'https://www.oiseaux.net/photos/gilles.touratier/images/goeland.d.amerique.gito.1p.152.h.jpg', 'https://www.oiseaux.net/photos/florent.lecourtier/images/goeland.d.amerique.flle.1p.152.h.jpg', 'https://www.oiseaux.net/photos/geoffroy.chabot/images/goeland.d.amerique.gech.1p.152.h.jpg', 'https://www.oiseaux.net/photos/geoffroy.chabot/images/goeland.d.amerique.gech.2p.152.h.jpg', 'https://www.oiseaux.net/photos/geoffroy.chabot/images/goeland.d.amerique.gech.3p.152.h.jpg']",
Diamant mandarin,Taeniopygia guttata,10 cm,-,Passériformes,Estrildidés,,"['https://www.oiseaux.net/photos/aurelien.audevard/images/diamant.mandarin.auau.1p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/diamant.mandarin.auau.2p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/diamant.mandarin.auau.3p.152.h.jpg', 'https://www.oiseaux.net/photos/georges.olioso/images/diamant.mandarin.geol.2p.152.h.jpg', 'https://www.oiseaux.net/photos/georges.olioso/images/diamant.mandarin.geol.1p.152.h.jpg', 'https://www.oiseaux.net/photos/gerard.vigo/images/diamant.mandarin.gevi.1p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.ingremeau/images/diamant.mandarin.pain.9p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.ingremeau/images/diamant.mandarin.pain.10p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.ingremeau/images/diamant.mandarin.pain.11p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.ingremeau/images/diamant.mandarin.pain.12p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.ingremeau/images/diamant.mandarin.pain.13p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.ingremeau/images/diamant.mandarin.pain.8p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.baudat/images/diamant.mandarin.frba.2p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-claude.jamoulle/images/diamant.mandarin.jcja.3p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-claude.jamoulle/images/diamant.mandarin.jcja.2p.152.h.jpg']",
Sterne arctique,Sterna paradisaea,36 cm,76 à 85 cm.,Charadriiformes,Laridés,https://www.oiseaux.net/maps/images/sterne.arctique.200.w.jpg,"['https://www.oiseaux.net/photos/didier.collin/images/id/sterne.arctique.dico.5p.152.h.jpg', 'https://www.oiseaux.net/photos/yvon.toupin/images/id/sterne.arctique.yvto.6p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/id/sterne.arctique.jefe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/id/sterne.arctique.jefe.4p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/id/sterne.arctique.jefe.3p.152.h.jpg', 'https://www.oiseaux.net/photos/jacques.riviere/images/id/sterne.arctique.jari.6p.152.h.jpg', 'https://www.oiseaux.net/photos/ghislain.riou/images/id/sterne.arctique.ghri.1p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/id/sterne.arctique.dico.11p.152.h.jpg', 'https://www.oiseaux.net/photos/samuel.marlin/images/id/sterne.arctique.sama.2p.152.h.jpg', 'https://www.oiseaux.net/photos/dora.zarzavatsaki/images/id/sterne.arctique.doza.1p.152.h.jpg', 'https://www.oiseaux.net/photos/olivier.paris/images/id/sterne.arctique.olpa.2p.152.h.jpg', 'https://www.oiseaux.net/photos/sylvain.uriot/images/id/sterne.arctique.syur.1p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.leviez/images/id/sterne.arctique.frle.2p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/id/sterne.arctique.hemi.2p.152.h.jpg', 'https://www.oiseaux.net/photos/robert.balestra/images/id/sterne.arctique.roba.1p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/id/sterne.arctique.mafa.6p.152.h.jpg']",https://www.oiseaux.net/chant/fernand.deroussen/sterne.arctique.138418.mp3
Glaréole à ailes noires,Glareola nordmanni,26 cm,60 à 68 cm.,Charadriiformes,Glaréolidés,,"['https://www.oiseaux.net/photos/frederic.pelsy/images/id/glareole.a.ailes.noires.frpe.3p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/glareole.a.ailes.noires.stan.1p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/glareole.a.ailes.noires.stan.2p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/glareole.a.ailes.noires.hemi.1p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/glareole.a.ailes.noires.mafa.1p.152.h.jpg', 'https://www.oiseaux.net/photos/francois.jeanne/images/glareole.a.ailes.noires.frje.1p.152.h.jpg', 'https://www.oiseaux.net/photos/catherine.et.bernard.lanneluc/images/glareole.a.ailes.noires.cala.1p.152.h.jpg', 'https://www.oiseaux.net/photos/guillaume.passavy/images/glareole.a.ailes.noires.gupa.1p.152.h.jpg', 'https://www.oiseaux.net/photos/guillaume.passavy/images/glareole.a.ailes.noires.gupa.2p.152.h.jpg']",https://www.oiseaux.net/chant/stanislas.wroza/glareole.a.ailes.noires.379108.mp3
Garde-boeufs d'Asie,Ardea coromanda,cm,-,Pélécaniformes,Ardéidés,,"['https://www.oiseaux.net/photos/franck.ambrosini/images/id/garde-boeufs.d.asie.fram.1p.152.h.jpg', 'https://www.oiseaux.net/photos/loic.epelboin/images/id/garde-boeufs.d.asie.loep.5p.152.h.jpg', 'https://www.oiseaux.net/photos/pascal.bernardin/images/id/garde-boeufs.d.asie.pber.1p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.carre/images/id/garde-boeufs.d.asie.mica.2p.152.h.jpg', 'https://www.oiseaux.net/photos/loic.epelboin/images/id/garde-boeufs.d.asie.loep.2p.152.h.jpg', 'https://www.oiseaux.net/photos/loic.epelboin/images/id/garde-boeufs.d.asie.loep.6p.152.h.jpg', 'https://www.oiseaux.net/photos/bruno.durand/images/id/garde-boeufs.d.asie.brdu.16p.152.h.jpg', 'https://www.oiseaux.net/photos/bruno.durand/images/id/garde-boeufs.d.asie.brdu.11p.152.h.jpg', 'https://www.oiseaux.net/photos/paul.van.giersbergen/images/id/garde-boeufs.d.asie.pava.2p.152.h.jpg', 'https://www.oiseaux.net/photos/catherine.et.bernard.lanneluc/images/id/garde-boeufs.d.asie.cala.2p.152.h.jpg', 'https://www.oiseaux.net/photos/bruno.durand/images/id/garde-boeufs.d.asie.brdu.20p.152.h.jpg', 'https://www.oiseaux.net/photos/florent.lecourtier/images/garde-boeufs.d.asie.flle.1p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.carre/images/garde-boeufs.d.asie.mica.5p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.carre/images/garde-boeufs.d.asie.mica.3p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.carre/images/garde-boeufs.d.asie.mica.4p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/garde-boeufs.d.asie.jefe.2p.152.h.jpg', 'https://www.oiseaux.net/photos/franck.ambrosini/images/garde-boeufs.d.asie.fram.2p.152.h.jpg', 'https://www.oiseaux.net/photos/jacques.buvat/images/garde-boeufs.d.asie.jabu.2p.152.h.jpg']",
Sittelle à poitrine rousse,Sitta canadensis,11 cm,18 à 20 cm.,Passériformes,Sittidés,https://www.oiseaux.net/maps/images/sittelle.a.poitrine.rousse.200.w.jpg,"['https://www.oiseaux.net/photos/michel.lamarche/images/id/sittelle.a.poitrine.rousse.mila.8p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/sittelle.a.poitrine.rousse.mila.3p.152.h.jpg', 'https://www.oiseaux.net/photos/joseph.simard/images/id/sittelle.a.poitrine.rousse.josi.5p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/id/sittelle.a.poitrine.rousse.dico.4p.152.h.jpg', 'https://www.oiseaux.net/photos/benoit.danieau/images/id/sittelle.a.poitrine.rousse.beda.1p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/sittelle.a.poitrine.rousse.mila.5p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/id/sittelle.a.poitrine.rousse.jefe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/id/sittelle.a.poitrine.rousse.juda.3p.152.h.jpg', 'https://www.oiseaux.net/photos/ricketdi/images/sittelle.a.poitrine.rousse.fori.1p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/sittelle.a.poitrine.rousse.dico.1p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/sittelle.a.poitrine.rousse.dico.2p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/sittelle.a.poitrine.rousse.dico.3p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.carre/images/sittelle.a.poitrine.rousse.mica.2p.152.h.jpg', 'https://www.oiseaux.net/photos/ricketdi/images/sittelle.a.poitrine.rousse.fori.3p.152.h.jpg', 'https://www.oiseaux.net/photos/ricketdi/images/sittelle.a.poitrine.rousse.fori.2p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.carre/images/sittelle.a.poitrine.rousse.mica.1p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/sittelle.a.poitrine.rousse.juda.6p.152.h.jpg']",https://www.oiseaux.net/chant/didier.collin/sittelle.a.poitrine.rousse.279657.mp3
Bécasseau à queue pointue,Calidris acuminata,22 cm,36 à 43 cm.,Charadriiformes,Scolopacidés,https://www.oiseaux.net/maps/images/becasseau.a.queue.pointue.200.w.jpg,"['https://www.oiseaux.net/photos/nicolas.rakotopare/images/id/becasseau.a.queue.pointue.nira.1p.152.h.jpg', 'https://www.oiseaux.net/photos/bruno.durand/images/id/becasseau.a.queue.pointue.brdu.15p.152.h.jpg', 'https://www.oiseaux.net/photos/nathalie.santa.maria/images/becasseau.a.queue.pointue.nasa.1p.152.h.jpg', 'https://www.oiseaux.net/photos/nathalie.santa.maria/images/becasseau.a.queue.pointue.nasa.3p.152.h.jpg', 'https://www.oiseaux.net/photos/ghislain.riou/images/becasseau.a.queue.pointue.ghri.1p.152.h.jpg', 'https://www.oiseaux.net/photos/dora.zarzavatsaki/images/becasseau.a.queue.pointue.doza.1p.152.h.jpg', 'https://www.oiseaux.net/photos/bruno.durand/images/becasseau.a.queue.pointue.brdu.13p.152.h.jpg', 'https://www.oiseaux.net/photos/bruno.durand/images/becasseau.a.queue.pointue.brdu.14p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.pelsy/images/becasseau.a.queue.pointue.frpe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.pelsy/images/becasseau.a.queue.pointue.frpe.2p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.pelsy/images/becasseau.a.queue.pointue.frpe.4p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.ingremeau/images/becasseau.a.queue.pointue.pain.1p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.ingremeau/images/becasseau.a.queue.pointue.pain.2p.152.h.jpg']",
Coulicou à bec noir,Coccyzus erythropthalmus,30 cm,-,Cuculiformes,Cuculidés,,"['https://www.oiseaux.net/photos/ricketdi/images/coulicou.a.bec.noir.fori.5p.152.h.jpg', 'https://www.oiseaux.net/photos/ricketdi/images/coulicou.a.bec.noir.fori.4p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/coulicou.a.bec.noir.juda.1p.152.h.jpg']",
Ammomane isabelline,Ammomanes deserti,17 cm,-,Passériformes,Alaudidés,,"['https://www.oiseaux.net/photos/singhal.sunil/images/id/ammomane.isabelline.sisu.1p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/ammomane.isabelline.auau.3p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/ammomane.isabelline.auau.1p.152.h.jpg', 'https://www.oiseaux.net/photos/yael.shiff/images/id/ammomane.isabelline.yash.1p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/ammomane.isabelline.auau.4p.152.h.jpg', 'https://www.oiseaux.net/photos/paul.van.giersbergen/images/id/ammomane.isabelline.pava.3p.152.h.jpg', 'https://www.oiseaux.net/photos/ghislain.riou/images/id/ammomane.isabelline.ghri.1p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.pelsy/images/id/ammomane.isabelline.frpe.2p.152.h.jpg', 'https://www.oiseaux.net/photos/paul.van.giersbergen/images/id/ammomane.isabelline.pava.1p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/ammomane.isabelline.anco.6p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/ammomane.isabelline.jefe.2p.152.h.jpg', 'https://www.oiseaux.net/photos/florent.lecourtier/images/ammomane.isabelline.flle.2p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/ammomane.isabelline.jefe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/gerard.vigo/images/ammomane.isabelline.gevi.4p.152.h.jpg', 'https://www.oiseaux.net/photos/stephane.merle/images/ammomane.isabelline.stme.1p.152.h.jpg']",https://www.oiseaux.net/chant/fernand.deroussen/ammomane.isabelline.165533.mp3
Grande Aigrette,Ardea alba,104 cm,140 à 170 cm.,Pélécaniformes,Ardéidés,https://www.oiseaux.net/maps/images/grande.aigrette.200.w.jpg,"['https://www.oiseaux.net/photos/aurelien.audevard/images/id/grande.aigrette.auau.3p.152.h.jpg', 'https://www.oiseaux.net/photos/dominique.marques/images/id/grande.aigrette.doma.4p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/id/grande.aigrette.dico.8p.152.h.jpg', 'https://www.oiseaux.net/photos/thierry.helsens/images/id/grande.aigrette.thhe.7p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/id/grande.aigrette.dico.5p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.leviez/images/id/grande.aigrette.frle.1p.152.h.jpg', 'https://www.oiseaux.net/photos/alfredo.colon/images/id/grande.aigrette.alca.7p.152.h.jpg', 'https://www.oiseaux.net/photos/rene.dumoulin/images/id/grande.aigrette.redu.16p.152.h.jpg', 'https://www.oiseaux.net/photos/alfredo.colon/images/id/grande.aigrette.alca.57p.152.h.jpg', 'https://www.oiseaux.net/photos/dora.zarzavatsaki/images/id/grande.aigrette.doza.1p.152.h.jpg', 'https://www.oiseaux.net/photos/remy.lepron/images/id/grande.aigrette.rlep.2p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/grande.aigrette.mila.30p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/grande.aigrette.mila.19p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/id/grande.aigrette.juda.10p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/id/grande.aigrette.dico.14p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/grande.aigrette.dico.1p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/grande.aigrette.dico.11p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/grande.aigrette.dico.12p.152.h.jpg']",https://www.oiseaux.net/chant/fernand.deroussen/grande.aigrette.147684.mp3
Sterne fuligineuse,Onychoprion fuscatus,45 cm,82 à 94 cm.,Charadriiformes,Laridés,,"['https://www.oiseaux.net/photos/patrick.derennes/images/id/sterne.fuligineuse.pade.9p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.derennes/images/id/sterne.fuligineuse.pade.6p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.derennes/images/id/sterne.fuligineuse.pade.1p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.l.hoir/images/id/sterne.fuligineuse.palh.1p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/id/sterne.fuligineuse.lape.2p.152.h.jpg', 'https://www.oiseaux.net/photos/francoise.folliard/images/sterne.fuligineuse.frfo.2p.152.h.jpg', 'https://www.oiseaux.net/photos/francoise.folliard/images/sterne.fuligineuse.frfo.4p.152.h.jpg', 'https://www.oiseaux.net/photos/francoise.folliard/images/sterne.fuligineuse.frfo.6p.152.h.jpg', 'https://www.oiseaux.net/photos/dan.stefanescu/images/sterne.fuligineuse.dast.1p.152.h.jpg', 'https://www.oiseaux.net/photos/loic.epelboin/images/sterne.fuligineuse.loep.8p.152.h.jpg', 'https://www.oiseaux.net/photos/loic.epelboin/images/sterne.fuligineuse.loep.7p.152.h.jpg', 'https://www.oiseaux.net/photos/loic.epelboin/images/sterne.fuligineuse.loep.6p.152.h.jpg', 'https://www.oiseaux.net/photos/loic.epelboin/images/sterne.fuligineuse.loep.5p.152.h.jpg', 'https://www.oiseaux.net/photos/loic.epelboin/images/sterne.fuligineuse.loep.4p.152.h.jpg']",
Crabier chevelu,Ardeola ralloides,47 cm,80 à 92 cm.,Pélécaniformes,Ardéidés,https://www.oiseaux.net/maps/images/crabier.chevelu.200.w.jpg,"['https://www.oiseaux.net/photos/herve.michel/images/id/crabier.chevelu.hemi.7p.152.h.jpg', 'https://www.oiseaux.net/photos/thierry.helsens/images/id/crabier.chevelu.thhe.13p.152.h.jpg', 'https://www.oiseaux.net/photos/robert.balestra/images/id/crabier.chevelu.roba.2p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.enoch/images/id/crabier.chevelu.heen.9p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.enoch/images/id/crabier.chevelu.heen.13p.152.h.jpg', 'https://www.oiseaux.net/photos/nathalie.santa.maria/images/id/crabier.chevelu.nasa.3p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-pierre.trouillas/images/id/crabier.chevelu.jptr.2p.152.h.jpg', 'https://www.oiseaux.net/photos/catherine.et.bernard.lanneluc/images/id/crabier.chevelu.cala.2p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.enoch/images/id/crabier.chevelu.heen.8p.152.h.jpg', 'https://www.oiseaux.net/photos/stephane.beillard/images/id/crabier.chevelu.stbe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/dominique.marques/images/id/crabier.chevelu.doma.6p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/crabier.chevelu.auau.5p.152.h.jpg', 'https://www.oiseaux.net/photos/gerard.fauvet/images/id/crabier.chevelu.gefa.4p.152.h.jpg', 'https://www.oiseaux.net/photos/jacques.bouillerce/images/id/crabier.chevelu.jabo.3p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/id/crabier.chevelu.juda.17p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/id/crabier.chevelu.mafa.3p.152.h.jpg', 'https://www.oiseaux.net/photos/francois.granja/images/id/crabier.chevelu.frgr.2p.152.h.jpg']",https://www.oiseaux.net/chant/franck.bruneliere/crabier.chevelu.1.mp3
Vautour africain,Gyps africanus,94 cm,218 à 220 cm.,Accipitriformes,Accipitridés,https://www.oiseaux.net/maps/images/vautour.africain.200.w.jpg,"['https://www.oiseaux.net/photos/gregoire.trunet/images/id/vautour.africain.grtr.1p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/id/vautour.africain.hemi.2p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/id/vautour.africain.hemi.8p.152.h.jpg', 'https://www.oiseaux.net/photos/stephane.merle/images/id/vautour.africain.stme.3p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.pelsy/images/id/vautour.africain.frpe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/robert.balestra/images/id/vautour.africain.roba.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/vautour.africain.jefe.8p.152.h.jpg', 'https://www.oiseaux.net/photos/claude.daussin/images/vautour.africain.clda.2p.152.h.jpg', 'https://www.oiseaux.net/photos/wille.romain/images/vautour.africain.wiro.1p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/vautour.africain.anco.6p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/vautour.africain.anco.11p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/vautour.africain.anco.12p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/vautour.africain.anco.2p.152.h.jpg', 'https://www.oiseaux.net/photos/olivier.morlot/images/vautour.africain.olmo.1p.152.h.jpg', 'https://www.oiseaux.net/photos/dietmar.petrausch/images/vautour.africain.dpet.1p.152.h.jpg', 'https://www.oiseaux.net/photos/dietmar.petrausch/images/vautour.africain.dpet.2p.152.h.jpg']",https://www.oiseaux.net/chant/franck.bruneliere/vautour.africain.1.mp3
Paruline noir et blanc,Mniotilta varia,13 cm,18 à 22 cm.,Passériformes,Parulidés,https://www.oiseaux.net/maps/images/paruline.noir.et.blanc.200.w.jpg,"['https://www.oiseaux.net/photos/alfredo.colon/images/id/paruline.noir.et.blanc.alca.13p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/paruline.noir.et.blanc.mila.5p.152.h.jpg', 'https://www.oiseaux.net/photos/alfredo.colon/images/id/paruline.noir.et.blanc.alca.15p.152.h.jpg', 'https://www.oiseaux.net/photos/hans.spiecker/images/id/paruline.noir.et.blanc.hasp.3p.152.h.jpg', 'https://www.oiseaux.net/photos/ricketdi/images/id/paruline.noir.et.blanc.fori.1p.152.h.jpg', 'https://www.oiseaux.net/photos/ricketdi/images/paruline.noir.et.blanc.fori.3p.152.h.jpg', 'https://www.oiseaux.net/photos/ricketdi/images/paruline.noir.et.blanc.fori.2p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/paruline.noir.et.blanc.stan.2p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/paruline.noir.et.blanc.stan.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/paruline.noir.et.blanc.jefe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jacques.buvat/images/paruline.noir.et.blanc.jabu.2p.152.h.jpg', 'https://www.oiseaux.net/photos/olivier.morlot/images/paruline.noir.et.blanc.olmo.1p.152.h.jpg', 'https://www.oiseaux.net/photos/yann.ponthieux/images/paruline.noir.et.blanc.yapo.1p.152.h.jpg', 'https://www.oiseaux.net/photos/ricketdi/images/paruline.noir.et.blanc.fori.4p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.l.hoir/images/paruline.noir.et.blanc.palh.1p.152.h.jpg', 'https://www.oiseaux.net/photos/loic.epelboin/images/paruline.noir.et.blanc.loep.6p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/paruline.noir.et.blanc.hemi.5p.152.h.jpg']",https://www.oiseaux.net/chant/fernand.deroussen/paruline.noir.et.blanc.133257.mp3
